,Unnamed: 0,link,site,category,article
52,52,https://times.mw/zimbabwe-to-legalise-industrial-hemp/,times.mw,Cannabis,"Home/Business/Zimbabwe to legalise industrial hemp
BusinessInternational
Zimbabwe to legalise industrial hemp
Tom Sangala
August 8, 2019
2,815 Less than a minuteAdvertisement
Zimbabwe will change its laws to allow farmers to grow industrial hemp for export, cabinet ministers said on Tuesday, adding that the government saw the plant as a future substitute for tobacco, the country’s biggest export earning crop.
Industrial hemp is a strain of a cannabis species that is grown specifically for industrial uses of its derived products. Its fiber is used in textiles and paper and also produces edible seeds.
The southern African nation’s laws only allow cultivation of cannabis for medical and scientific uses.
Advertisement
Authorities said last year in April that Zimbabweans could apply for licences to grow cannabis for medical and research purposes, but the process has been slow as authorities try to put in place laws to ensure cannabis farms are secure.
“But with hemp, it’s not toxic as cannabis,” acting industry and commerce minister July Moyo told a post-cabinet media conference.
“The minister of justice has been directed to say ‘go and make amendments’ to the criminal code in our system so that people who will grow hemp don’t have to be criminalised.”
Advertisement
Information Minister Monica Mutsvangwa told the same meeting that “industrial hemp will widen the country’s industrial and export base.”—Reuters
Facebook Notice for EU! You need to login to view and post FB Comments!
Tom Sangala
A vibrant writer who gives a great insight on hot topics and issues
Advertisement
Tags
Industrial hemp"
53,53,https://www.nyasatimes.com/malawian-hit-headlines-in-ireland-for-taking-marijuana-to-police-to-complain-not-of-good-quality/,www.nyasatimes.com,Cannabis,"Malawian hit headlines in Ireland for taking Marijuana to police to complain ‘not of good quality’March 27, 2019 Nyasa Times Reporter 15 CommentsA Malawian former student nurse  Arthur Liwembe, 33, has been hitting headlines in Ireland press  after he took a bag of the Marijuana drug to a Police [garda] station of his own accord to complain that it was “not of good quality”.
Crap weed: Malawian took Cannabis to Irish police station to complain that it was “not of good quality”
Liwembe, with an address at an asylum-seekers’ reception centre,  was immediately arrested.
When the matter was taken to court, the Malawian pleaded guilty to unlawful possession of cannabis and other charges.
According to the Irish Independent, Judge John Hughes said Liwembe’s behaviour was “illogical to say the least” and was indicative of a cannabis-induced psychosis.
He adjourned the case for a probation report.
Police told the court that Liwembe went to Kilmainham Garda Station last July 10 and produced a bag of cannabis valued at €10 from his pocket.
He was searched and a box-cutter knife was found on him. The blade was for use in his work as a handyman, said defence solicitor Anne Fitzgibbon.
Liwembe, according to the reports, came  h from Malawi in 2012 as a student nurse but his visa ran out and he applied for residency on the basis of having an Irish-born child.
Liwembe had been using cannabis, which could lead to “transient psychotic symptoms”, the lawyer added.
He was now off the drug.
Judge Hughes remanded him on continuing bail.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempMalawians in Ireland"
54,54,https://www.nyasatimes.com/legal-status-of-hemp-in-malawi-how-govt-decides-which-drugs-are-regulated-or-banned/,www.nyasatimes.com,Cannabis,"Legal status of hemp in Malawi: How govt decides which drugs are regulated or bannedJune 19, 2015 Pilirani Chinguwo 12 CommentsThe Malawi Government uses what is called the drug scheduling system. Under the Dangerous Drugs Act (Cap 35: 02) of the Laws of Malawi, there are three schedules of controlled substances known as Parts which weigh a drug’s medical value and its abuse potential.
Rastafarian man smoking cannabis
A controlled substance is therefore placed in its schedule (Part) based on its medical value and potential for abuse. In Malawi, a medical value is typically evaluated based on scientific research particularly large-scale clinical trials conducted in western countries.
Abuse is considered to be a case whereby individuals consume a substance on their own initiative (without prescription from a licensed medical practitioner), leading to personal health hazards or dangers to society as a whole.
Under this scheduling system as stipulated in the Dangerous Drugs Act, Part 1 and 2 drugs are considered to have literally no medical value and high potential for abuse. Part 3 drugs are recognized to have some potential for abuse but enormous medical value. Hence the general public is allowed to access and consume Part 3 drugs only with a prescription issued by a licensed medical practitioner.
It may be helpful to think of the scheduling system as made up of two distinct groups: nonmedical and medical. The nonmedical group is the Part 1 and 2 drugs, which are considered to have no medical value but aren’t numerically ranked based on abuse potential. The medical group is the Part 3 drugs which are recognized to have some medical value.
Cannabis and raw opium are Part 1 drugs while prepared opium is in Part 2. So the Malawi Government considers cannabis and opium (raw and prepared) to have a potential for abuse and no medical value. Hencethesedrugsmustalways bekeptawayfromthereachofthegeneralpublicandevenmedical practitioners/researchersonthegroundsthatthesedrugsareexceedinglydangerous June 2015.
Whereasmedicinal opium, medicinal cocaine and medicinal morphine are Part 3 drugs.
In contrast, alcohol and tobacco are exclusively exempted from this scheduling system.
Alcohol and tobacco are the deadliest drugs not cannabis
Alcohol is currently the second deadliest drug in USA. It is topped only by another legal substance called ‘tobacco’ which in USA alone causes anastonishing500,000 deaths each year
No other drugcomes close to the staggering fatalities of alcohol and tobacco. Heroin, which has consumed widespread media attention in the past few years, was linked to fewer than 9,000 death in 2013 in USA.
Marijuana, another drug that Malawi Government including some health practitioners have persistently warned that it is alarmingly dangerous to individuals and society has caused zero overdose death globally in the past thousand years!
Other countries, like the UK, USA and Australia, use similar scheduling systems, although their specific rankings for some drugs differ.
Anomaly with Malawi Government’s scheduling system
Unlike Industrial hemp (one variety of cannabis), besides containing tetrahydro cannabinol (THC) a psycho effect compound which makes people high when they smoke, marijuana as another variety of cannabis (distinct from industrial hemp) also contains a compound called cannabidiol (CBD). CBD possesses amazing and enormous therapeutic properties. Unlike THC, CBD is also medically proven to be non-psychoactive.
Just because it is associated with cannabis (particularly the marijuana variety), as far as the Dangerous Drugs Act is concerned, CBD remains illegal to possess or use as a medicine, and nearly impossible to use in clinical trials.
Hence the classification of cannabis as Part 1 substance is grossly inappropriate.
Key recommendations/Way forward
Other than bundle all varieties of cannabis in one basket, at policy and legislation levelthe distinction must be clearly drawn between the following two varieties of cannabis namely:
Industrial hemp: which is a raw material and contains little or no THC hence one cannot get the pleasure of smoking it to het high.
Despite long prohibition of all varieties of cannabis in Malawi, over 20,000 scientific studies published within the last 10 years have overwhelmingly confirmed that industrial hemp actually contains enormous economic and nutritional values.
There are new technologies which allow Industrial hemp as a raw material to be processed into bio-degradable plastics, construction materials, car/air craft body parts, clothing, oil, fuel, food, ropes, paper and many more important items.
Marijuana: which has high levels of THC that makes one high after smoking but also contains CBD which has enormous medicinal properties;
At both policy and legislation level, Industrial hemp must be appropriately recognized as an agricultural/cash crop owing to the enormous values it has as a raw material;
Despite believing that this would lead to a rise in use among teenagers, research carried out by Dr Deborah Hasin, professor of epidemiology at Columbia University Medical Center in New York, and her colleagues dismissed these concerns, according to their paper in the journal Lancet Psychiatry.
After analysing data from a national study called Monitoring the Future, which collects information from 50,000 pupils aged13 to 18every year, they found there had not been a rise in use.
Dr Hasin said: “Our findings provide the strongest evidence to date that marijuana use by teenagers does not increase after a state legalises medical marijuana. Rather, up to now, in the states that passed medical marijuana laws, adolescent marijuana use was already higher than in other states.”
At both policy and legislation level, marijuana must then be re-scheduled (not legalized whole sale) from being Part 1 substance to Part 3 owing to its enormous medicinal values which have been unearthed by overwhelming scientific research.
Prepared by Paliani CHINGUWO for purposes of discussion at a Proposed Seminar on Cannabis-Chancellor College.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp"
55,55,https://www.nyasatimes.com/malawi-police-nab-rasta-man-over-hemp-bid-to-legalise-weed/,www.nyasatimes.com,Cannabis,"Malawi Police nab Rasta man over hemp:  Bid to legalise weedFebruary 7, 2015 Felie Mzumara - Nyasa Times 47 CommentsMalawi Police in Nkhotakota have arrested a 26-year-old Rasta man for illegally being found in possession of 31 kilograms of Cannabis Sativa locally knowns as ‘chamba’  at Kaombe police checkpoint in the district.
Rastafarian man smoking cannabis
Cannabis is regarded as a “sacred commodity” by Rastas and they have been campaigning to have laws allow them to use and sell cannabis as part of their religious beliefs and culture.
Dung their routine search on the night of February 4, 2015, police found Pitilizani Lapukeni with the ‘luggage’ aboard a National Bus Company bus registration BQ 4132 going to Blantyre from Mzuzu.
“Soon after the bus arrived at Kaombe Police roadblock, all passengers disembarked for police search. In the process, they discovered five baskets put together and concealed in black plastic paper which contained the illicit drug,” said Nkhotakota Police spokesperson Williams Kaponda.
The weed is widely grown in Nkhotakota.
He added: “A few minutes later the man came to a police officer conducting the search and offered him K4 000 to let him pass with the dangerous drugs. This prompted the officers manning the roadblock to identify the owner of the baskets and was immediately arrested.”
The suspect has been charged with an offence of being found in possession of Cannabis Sativa without license contrary to section 4 (a) of Dangerous Drug Regulation and 19 (1) of the Dangerous Drug Act.
Lapukeni hails from Mbaluku village, Senior Chief Malengachanzi in the district and is expected to appear before Nkhotakota Magistrate Court soon.
Following such growing cases which have become rampant in the district, police have appealed to the general public to come forward with information that will lead to curbing the malpractice.
Police, further remind the general public that rewards are still being made to patriotic Malawians who come forward with information which lead to the arrest of the drug traffickers.
But the Rasta continue to argue that the constitution allows everyone’s entitlement to freedom of  religion, including Rastafarian which allows use of Chamba regarded as a “sacred commodity” and “sacrament incense” with authority for its use derived from the Bible.
They regard Chamba as a herb originally grown in the Garden of Eden for the use of mankind for religious, culinary and medicinal purposes.
And that they don’t sell Chamba in open market as they  do it in their “Rastafarian gatherings” comparing the practise of Christian churches holding summer fairs and coffee mornings for fund raising purposes.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempNkhotakotaRastafarians"
56,56,https://www.nyasatimes.com/3-kasungu-women-arrested-over-chamba/,www.nyasatimes.com,Cannabis,"3 Kasungu women arrested over ChambaOctober 15, 2020 Tiwonge Kumwenda-Mhango – Nyasa Times 2 CommentsThree women in central region tobacco growing district of Kasungu have been arrested after they were allegedly found in possession of bags of Indian hemp, locally known as Chamba.
Two of the women captured with cannabis sativa. Pic courtesy of Kasungu Police.
Kasungu police spokesperson Harry Namwaza said the three were arrested on two different locations but on the same day,Tuesday.
“Two were arrested around midnight hours at Chasazima,” said Namwaza who also identified them as 45 year old Ireen Banda and Mercy Nyirenda,  both from Mazwoka village in Mzimba.
They were arrested after police got a tip that they had boarded a certain motor vehicle from the direction of Mzimba heading Kasungu.
“Following the tip, police detectives mounted a snap road block at  Chisazima where they managed to intercept the motor vehicle the two had boarded,” Namwaza added.
Upon searching the motor vehicle, police officers came across two bags fully loaded with loose Cannabis Sativa and the two suspects were arrested on the spot.
The other suspect, Jennifer Zulu, 35 of Zulu village, Traditional Authority Mkanda in Mchinji was also arrested at Kasungu Prison junction.
She was arrested after a well wisher informed police that the suspect who had a bag full of Chamba was in a certain lorry from Chatoloma direction heading Kasungu. Following the tip, police also  arrested Zulu.
The three will appear in court soon to answer charges of being found in possession of Cannabis Sativa.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempKasungu"
57,57,https://www.nyasatimes.com/malawi-should-legalise-indian-hemp-researcher/,www.nyasatimes.com,Cannabis,"Malawi should legalise Indian Hemp – ResearcherJanuary 10, 2014 Yankho Msukwa, Nyasa Times 31 CommentsWhile government says it will not join the likes of Uruguay and Colorado in legalising marijuana or cannabis, a Botswana-based Malawian researcher, Paliani Chinguwo has argued that is wrong to claim that Indian Hemp grown in the country has no medicinal value at all.
Minister of Agriculture and Food Security, James Munthali told a local daily on Tuesday that Malawi was not ready to legalise the growing and use of  cannabis.
According to the Minister, cannabis grown in countries where it is being legalised  is not the same as the one grown in the country.
He further urgued that cannabis grown in Colorado has medicinal content and is, among others, used in the treatment of cases such as epilepsy.
Rasta march as they also demands that hemp should be legalised
But reacting to the Minister’s claims, Chinguwo, who once worked for the Malawi Congress of Trade Union (MCTU), argued that it was not only incorrect but also misleading the nation that marijuana grown in the country has not medicinal value at all compared to that of other countries.
“Marijuana is marijuana. Cannabis, regardless of variety, has medicinal value,” said Chinguwo.
He said Malawi stand to benefit a lot from a variety of cannabis called ‘Hemp’ as it has “enormous industrial uses as opposed to medical uses like marijuana.
“Malawi can therefore grow this variety of cannabis as a cash crop and export it elsewhere to earn the needed forex,” he advised.
Late last year, the Rastafarian community held peaceful demonstration to ask the government to consider legalising the growing and use of the illicit drug, which is being illegally grown across the country.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp"
58,58,https://www.nyasatimes.com/police-uncovers-over-1000kgs-of-indian-hemp/,www.nyasatimes.com,Cannabis,"Police uncovers over 1000Kgs of Indian hempApril 8, 2016 Nyasa Times Reporter 8 CommentsIn an effort to tighten security in the district, Police in Balaka district east of Malawi are keeping in custody 28 people after they were arrested on various offences in a sweeping exercise.
Cannabis sativa being off loaded from the motor vehicle Toyata Noah registration number NU5035 at Balaka Police Station
Balaka Police Station Operations Officer, Superintendent Gideon Chisale, says 21 of the suspects were arrested for being found loitering within Balaka town, two for exceeding business hours while five of the suspects were arrested after they were found in possession of cannabis sativa commonly known as Indian hemp.
“The officers erected an abrupt road block just within Balaka town and started searching the vehicles; and in the process, they impounded two motor vehicles a Toyota Noah registration number NU 5035 and a Toyota Corolla registration number KA 4516 both containing approximately 1400 kilograms of cannabis sativa.”
Chisale identified the drug traffickers as Boniface Brasho 33 and Gift Banda 37 from Nkhotakota district, George Biliwita 22 and a lady Memory Banda from Ntcheu district, while Mayeso Misomali 30 comes from Mulanje district
“The suspects were driving from Nkhotakota heading Zomba. They have been charged with an offence of being found in possession of cannabis sativa,” said Chisale.
Superintendent Chisale also said the 21 suspects who were found loitering in town have been charged with the offence of rogue and vagabond while the other two suspects have been charged with the offence of exceeding business hour as their Bottle Stores were found operational until 03:00 hours which is against their licence.
All the suspects are expected to appear before court soon where they are expected to answer their respective charges.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
BalakaIndian hemp"
59,59,https://www.zodiakmalawi.com/nw/national-news/65-news-in-central-region/3999-four-firms-growing-medicinal-industrial-hemp-cra,www.zodiakmalawi.com,Cannabis,"Four Firms Growing Medicinal & Industrial Hemp-CRA
Written by Blessings Kang'ombe
Wednesday, 20/10/2021The Cannabis Regulatory Authority (CRA) says only four companies out of the 69 issued with licenses for medicinal and industrial hemp cultivation have started growing the crop in the country.
However, CRA Director-General, Dr. Ketulo Salipira told Zodiak Online that they expect the number to increase once the rain starts as a majority are hoping to depend on rain-fed while others are setting up irrigation facilities.
""We issued 69 licenses but only four are growing the crop now using irrigation farming. Once the rain begins the numbers are likely to increase,"" he said.
Dr. Salipira was however noncommittal on the volumes of the crop this season, claiming it will be known once a majority of the companies have also rolled out their activities.
An economic expert, Milward Tobias has tipped licensed companies and cooperatives to swiftly work on developing irrigation facilities as cannabis has the potential to boost the country's revenue base.
""The crop will boost our economy as there are markets already. Licensed companies and cooperatives need to enhance the development of irrigation facilities,"" he said.
According to CRA, four companies that have so far started growing the crop are Mchinji Cannabis Cooperatives, Invegrow Limited, CPG Investments, and Women of Vision.
Published in: News In Central Region
Read 1751 times
Last modified on Wednesday, 20/10/2021
Rate this item
1
2
3
4
5
(0 votes)"
61,61,https://www.nyasatimes.com/malawi-rastas-defend-use-weed-14-answer-charges-possession-sacred-commodity/,www.nyasatimes.com,Cannabis,"Malawi Rastas defend use of ‘weed’: 14 to answer charges for possession of ‘sacred commodity’February 6, 2018 Nyasa Times Reporter 13 CommentsMalawi Police has said 12  rastafarians will appear in court soon to answer charges of cultivation and possession of cannabis sativa without a licence and misconduct at a police station but they have  argued that ‘weed’  is considered to be an aid to worship, a medicine and a source of income for their sect.
Cannabis is regarded as a “sacred commodity” by Rastafarians
According to Police the suspects are Ras Mishack Banda, 52, as the leader of the group, Yohane Boniface, 25; Daniel Zulu, 21; Simeon Mwale,27; Zambika Masoadyera, 27; Langizo Siliya, 24; Chadaza Phiri, 23; Patrick Mhango, 23; Gelesomo Chemili,35; Kabungwe Mwale,35; Meshack John, 24; Jonathan Sakale, 22; John Biliati, 20; and Mathews Sitolo, 20.
They were arrested for misconduct at Guillime Police Unit in Mchinji district  following the arrest of their fellow two  Rastafarians for cultivating Indian hemp in their gardens, according to Mchinji Police Station spokesperson Lubrino Kaitano.
The Rastafarians in Mchinji  mobilised themselves in an attempt to rescue their friends from the police unit and  caused commotion  by, among other things, removing the police flag, claiming they  use and sell cannabis as part of their religious beliefs and culture.
They argued at the police unit that use of marijuana should be  recognised as part of Rastafarian culture and religion.
Rastafarians said they have a right to freedom of thought, conscience and religion.
Cannabis is  regarded as a “sacred commodity” and “sacrament incense” with authority for its use derived from the Bible, according to the Rastafarian community.
The Rastafarians regard Chamba as a herb originally grown in the Garden of Eden for the use of mankind for religious, culinary and medicinal purposes.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempRastafarians"
62,62,https://www.nyasatimes.com/chilima-champions-push-for-medical-marijuana-malawi-veep-says-rope-not-dope/,www.nyasatimes.com,Cannabis,"Chilima champions push for medical marijuana: Malawi veep says  ‘rope, not  dope’November 4, 2018 Wongani Chiuta -Nyasa Times 28 CommentsVice-President Saulos Chilima has said he is championing the  farmining of  medical marijuana  , saying it fetches more money on the international market which would boost Malawi’s economy.
Chilima and UTM officials at Nkhotakota
Crowds of people at Chilima, UTM Nkhotakota rally
Chilima said when he addressed a political rally of his UTM party in central region Indian Hemp growing district of Nkhotakota on Saturday.
“As UTM we want to look at the possibilities of using industrial marijuana for medical purposes as well as for farming. I hope you understand this clearly. There are different types of marijuana. In some countries, it is used for making medicine. Both the farming and the use of it are controlled.
“As UTM, we want to look into the possibility of doing the same here. We want to carry out research to see whether it is a viable trade for us, Malawians. I am talking about industrial marijuana – I hope you understand that clearly. I have not said start smoking it,” said Chilima.
He said there is a high demand of the herb, also known as cannabis sativa, saying Malawi should not be missing out of the opportunity.
It is estimated that one kilogramme of industrial hemp, fetches about K32 000 on the market and that there is potential direct annual benefit to Malawians in excess of K3 billion on 16.5 hectares.
Currently, Zimbabwe, Morrocco and South Africa are among African countries reported to have legalised the growing of industrial hemp.
Chilima, who broke ranks with the governing Democratic Progressive Party (DPP) to form the UTM said he will push to allow hemp farming to happen.
A Canadian investor in the cannabis industry, Graham MacKintosh of Green Quest Farmaceuticals, has since called on the country to legalise Indian hemp, for medical purposes to replace tobacco .
“There is a worldwide phenomenon taking place to legalise cannabis. If we can grow hemp on the higher side the economic benefits will be more than the normal tobacco but let us make sure the industry is regulated,” he said
He explained that there is a lot of value in using cannabis especially cannabidiol (CBD), a naturally occurring cannabinoid constituent of cannabis, which helps with pain relief, acts as an anti-seizure, combats anxiety and fights cancer.
“In the next three years, it is estimated that the demand for CBD oils will grow by 700 percent. So this is an opportunity Malawi should not miss,” MacKintosh said.
Parliament gave a go ahead for trials of industrial hemp at Chitedze Research Station and in Salima as studies are still ongoing on whether it can become a viable export product.
Among other issues  at the rally,  Chilima urged the people to keep safe their registration certificates so that they can vote next year.
    Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hempSaulos ChilimaUTM"
63,63,https://mwnation.com/police-confiscate-29-bags-of-hemp/,mwnation.com,Cannabis,"Police confiscate 29 bags of hempby AJUSSA LEONARD 26/03/2015 in National News 1 min read
0Police in the lake shore district of Nkhotakota have impounded 29 bags of cannabis sativa locally known as chamba that they found in an abandoned motor vehicle.
Nkhotakota police spokesperson William Kaponda confirmed this, saying: “The motor vehicle, a Toyota Carina-was abandoned on the night of March 11 2015 after the driver unexpectedly noted a snap roadblock erected by police. The driver dumped the car and disappeared, leaving the engine still running.”
The confiscated bags of cannabis sativa (chamba) at
Nkhotakota Police Station
Kaponda said after searching the vehicle, they found a driver’s licence as well as the bags of cannabis. The owner of the vehicle is yet to be identified.
Said Kaponda: “We encourage the public to refrain from drug-peddling to create a crime free Malawi since illicit drugs fuel criminal activities, especially among the youth.”
The spokesperson then appealed to the general public for information related to the abandoned motor vehicle and its contents since investigations are still in progress.
According to Kaponda, Nkhotakota ranks top on cannabis sativa related cases. In 2014, Nkhotakota police arrested 41 people for illegal possession of Indian hemp out of whom 28 were convicted. n
 "
64,64,https://www.nyasatimes.com/of-chamba-politics-and-the-pursuit-of-economic-justice/,www.nyasatimes.com,Cannabis,"Of Chamba politics and the pursuit of economic justiceJune 13, 2021 Mahara Mhango Be the first to commentEncapsulated in the Chakwera Super hi5 political campaign blueprint were the inviting words; “Prospering together.”
These, ladies and gentlemen are not just mere words. This was a statement of extreme intent, a holy grail of all the campaign promises and the perfect most quintessence mantra of the Tonse agenda for change.
And if am not mistaken, it was the sole authoritative predicate. In fact it was this alluring assertion of a shared destiny that premised and anchored the whole narrative that our president and the vice president ran on heavily.
“Malawi okomera Tonse” was that one punch line that Tonse painted as a canvas of moral and ethical principle from which a selection of social goals would be drawn as they promised to tackle welfare economics for all.
So why the sudden change of heart?
For example, when the talk about the industry of cannabis, otherwise widely known as Chamba in vernacular, in Malawi became ripe, a lot of Malawians were so excited.
For the first time many envisaged a desirable future. Everyone was excited because whether this was by mere happenstance or not, it lined up well with what was promised; “prospering together!”
Sadly there was a complete departure and a breach of that commitment.
What was rolled out was not only licentious, but it dissipated every shred of that dream of prospering together.
In some unexplained ways our leaders had completely become notorious renegades, treacherously abandoning their own allegiance to the cause that they had vowed to fight for.
The hefty price tags on cannabis license fees and other requirements were immoral and plainly meant to bar common citizens from participating.
Just by the look of things, this government became only interested in giving easy access of our resources and tax breaks to the wealthy investors and those with a fat wallet.
Am not insinuating in any way that this is an industry that could be handled and managed by every jack and Jill in the country. But all I am saying is that Government should at least level the playing field for all.
Although its the first time Malawians are allowed to experiment and explore the market opportunities that cannabis will present, it is important to know that this is still a fast evolving industry that requires a type of smart approach and disciplined commitment with necessary knowledge.
Right now Malawi has four acceptable strains of industrial cannabis and six strains of medicinal cannabis and yet we have no Greenhouses and processing plants.
‘Enabled environment’
In other words we send our raw materials out and order them back into the country. By this, we are actually creating jobs in other countries while denying our people the same opportunity.
This is a backward strategy just like we have done with the rubber industry where we export raw materials in excess to RSA at a very cheap price and yet at the same time we import processed rubber at a very high cost from China.
Isn’t this a wasted opportunity for government to start building greenhouses and processing plants in Nkhotakota and other places so that our farmers can buy seeds at a cheaper price?
These plants could easily translate into increased employment rate and fulfill the 1 million job creation strategy. The Tonse administration needs to empower its local citizens to allow for increased jobs and economies of scale within the country.
Without a social capitalistic approach and some rigorous ways to firmly regulate quality, it will be impossible to stay committed to protecting the public health while also taking steps to improve the efficiency of regulatory pathways for the lawful use and marketing of appropriate derived products. We need a full redistributive approach and sound economic justice policies.
Without a social capitalistic approach and some rigorous ways to firmly regulate quality, it will be impossible to stay committed to protecting the public health while also taking steps to improve the efficiency of regulatory pathways for the lawful use and marketing of appropriate derived products.
When the Late Dr Hastings Kamuzu Banda introduced Tobacco farming for example, he did knowingly that the crop he was introducing was one of the most difficult to produce and maintain, yet he was intentional on certain things and managed to make it the biggest forex earner for the nation.
What we need is a collective mind power to be about something with complete shifts in our perceptions, beliefs and desires for a shared prosperity.
For starters we can begin by emulating what the Late Kamuzu did with the smallholder farmers by promoting an idea of farmers clubs as small cooperatives and giving them adequate training and knowledge plus a loan facility to micro finance them so they’re free to compete and directly become the first in line to benefit.
I strongly suggest that this should be done in a way that is intentional to alleviate inequality and promote social economic justice and our focus should be on how we can harness these prevailing opportunities to create wealth for our people.
We need to foster an enabled environment for all Malawians to easily flourish and fabricate a sustainable and sufficient material foundation for a dignified and productive livelihood.
Instead of imposing these immoral high fees and making it almost impossible for the poor to participate, I suggest that government should consider introducing a progressive system.
‘Negative spillover’
Government should allow the tax percentages and licensing fees to increase progressively only as the base income amount increases.
In this way, government would be able to manage and remedy that income gap and inequality while at the same time affirmatively promoting fairness and justice.
All what government would be required to do is to manage risks so there would be no unnecessary interruptions and compliance failures.
By refusing to offer sound solutions that could reverse some of the hardships many Malawians face daily, they have allowed themselves to become complicit in cementing the widening gap between the haves and the have not.
If this Tonse government cannot change the conditions of human frailties and the unrelenting angst that is felt by our people, if Dr Chakwera and Dr Chilima will not champion for the weak amongst us, then I don’t know who will.
My humble plea to our government is that they will help us stop creating a society that seeks to run on a system that is heavily exploitative with such a wide divergence between the rich and the poor.
We need government policies to not only put emphasis on the individuals and maximum profits, but we need to put much emphasis on collective success and equity for all people.
The Tonse type of proclivity and economic predisposition should be the one that focuses on creating road maps to job creation and fairness.
We don’t need our scales to tip off one side just to only favor the powerful and the rich.
It’s not a hidden secret that most of these super wealthy investors will eventually externalize their forex and bank the proceeds outside Malawi.
What we are asking for is that government should remove barriers for ordinary Malawians (middle-and lower-income earners), create a way for many ordinary Malawians to compete effectively against wealthy investors in a manner that is fair and acceptable.
At all levels our economic objectives should be pro-poor with an intentional approach that aims to empower the bottom bracket so that they can directly participate, benefit and drive the economy up with such a robust trickle up phenomenon.
Let’s all remember that it’s those that are on the bottom, the working class and the poor that runs the engines of every working and healthy economy, and we need to reward them fairly by providing a level playing field for local individuals.
Most economists will agree that it’s the poorer that have “a higher “marginal propensity to consume” and they tend to spend more within the economy. This means that when more households are given a chance to thrive or to generate income, the nation collectively prospers.
The open free market ideologies that we are so much trying to obsess ourselves with can only work better in advanced economies not like ours.
We cannot burden ourselves with a policy that places a heavy demand to disproportionately reward those with capital advantage at the expense of the hard working poor Malawians.
This one sided approach that favours foreign investors and the rich is very toxic, and it’s negative spillover will trickle down and cost the marginalized in such an unjustified way.
The cannabis industry will by design, attract big money interest and if we don’t resolve the issues of economic justice first, we risk to create more problems without any counter measures and a proper strategy to control any protracted conflicts.
Don’t bring politics into the cannabis industry, think about the economic justice in it.
So long!
For feedback, please email me at maharamhango@gmail.com – Views expressed in this article are those of the author.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print"
65,65,https://www.nyasatimes.com/malawi-police-arrest-woman-arrested-14-bags-chamba/,www.nyasatimes.com,Cannabis,"Malawi Police arrest woman arrested over 14 bags of ChambaAugust 2, 2016 Maurice Nkawihe - Nyasa Times Be the first to commentMalawi Police in the Township of Chilimba in Blantyre have arrested a 23-year-old woman Elizabeth Mitundu after being found in possession of 14 bags of Cannabis Sativa (marijuana) locally known as Chamba.
Confiscated Bags of Indian Hemp
Blantyre police Public Relations Officer, Elizabeth Divala told Nyasa Times that Mitundu was arrested on Saturday (30th July, 2016) following a tip off.
“Our officers got a tip that a watchman who was guarding a certain uncompleted house was hiding bags of Cannabis Sativa. A follow up was made, the suspect was arrested and the Cannabis Sativa was seized in the process,” explained Divala.
Mitundu hails from Kika village in the area of Traditional Authority Mulumbe in Mzimba district.
She will arraign on the charge of being found in possession of Cannabis Sativa without license contrary to Section 4 of the Dangerous Drug Regulation and Section 19 (1) of the Dangerous Drug Act.
Follow and Subscribe Nyasa TV :
Sharing is caring!
0
SHARES
Share
Tweet
Pin
LinkedIn
Email
Print
Indian hemp"
